{1009_(2.4.1)},{1011_(2.4.2)},{1010_(2.4.3)},{1014_(2.4.4)},{1015_(2.4.5)},{1036_(2.4.6)},{1001_(2.4.7)},{1028_(2.4.8)},{1029_(2.4.9)},{1013_(2.4.10)},{1029_(2.4.11)},{1004_(2.4.12)},{1006_(2.4.13)},{1000_(2.4.14)},{1002_(2.4.15)},{1003_(2.4.16)},{SubCriticalFlow_(2.3.1)},{2fCriticalFlow_(2.3.2)},{BreakOpening_(2.3.3)},{ACC-C-liqVol_(2.3.4)},{ACC-H-liqVol_(2.3.5)},{ACC-C-GPress_(2.3.6)},{ACC-H-GPress_(2.3.7)},{ACC-Temp_(2.3.8)},{ACC-C-ILRes_(2.3.9)},{ACC-H-ILRes_(2.3.10)},{CorePower_(2.2.1)},{PSPressure_(2.2.2)},{InitLoopFlowA_(2.2.3)},{InitLoopFlowB_(2.2.4)},{SSPressureAB_(2.2.5)},{SGFeedTempAB_(2.2.6)},{CCFL_(2.1.1)},{CCFL_(2.1.2)},{CCFL_(2.1.3)},{CCFL_(2.1.4)},{CCFL_(2.1.5)},{CCFL_(2.1.6)},{CoreUppHSFA_(2.1.7)},{CoreLLtoHLD_(2.1.8)}
1.095052704,0.819321077,19.15073937,1.074028947,0.950731907,1.122745698,0.905430182,1.001178206,1.131157256,1.071984221,0.976152108,1.064365539,1.071028901,0.996777921,0.94604949,0.980272827,1.185291662,1.058188478,0.932729628,0.858342596,6.043236488,1.009312061,0.99445363,1.0100577,1.161123161,0.859315217,1.004778791,1.004432204,0.995381408,1.007628412,0.999672301,1.005867938,0.959980059,1.566651587,0.909387164,2.224856147,1.018513313,1.089889103,0.966465867,1.004647626
0.9100048,1.080130318,5.776006221,1.014908833,0.934898816,0.955345582,1.135582093,1.015919237,1.076006115,1.085492893,0.820192085,1.032588683,0.933392268,0.928248884,0.900363607,1.103748619,1.136630759,0.843403577,0.84689133,0.600069696,8.421723824,0.990111124,0.993097284,1.028822659,0.842424635,0.832843595,0.991027387,1.002417475,0.995411938,0.976075401,0.991769371,1.011526888,1.364603049,1.271608126,0.955065539,1.771911006,0.90779482,1.55229664,1.094332446,1.019703062
1.01211505,1.075934523,-14.34279347,0.90468816,0.864551981,0.91384714,1.074029217,1.053971436,0.858669651,1.101252732,1.068022652,0.966889841,0.913937388,0.9898284,1.134172274,0.949685365,0.90298413,1.026683432,0.935012033,1.103584524,11.8054281,1.007160402,0.990496551,1.014385636,0.808297123,1.033451269,1.00318372,1.01259379,1.021985241,1.014067839,1.005731977,0.986601794,1.544691828,1.517962858,0.967070313,3.11615172,0.964150113,1.31435319,0.956806822,0.974087348
1.161202546,0.996858607,6.51736379,0.981412227,1.008255468,1.111887739,1.024765068,1.101535452,1.087352764,1.08647047,1.028340655,1.026065441,1.071442219,0.858593045,1.146490798,1.117948247,1.157354041,0.980790782,0.827910143,1.026088713,15.64650753,0.9918505,0.99765748,0.990525156,0.902590752,1.143975675,1.005250132,0.99807132,1.002693308,1.027780745,1.003265073,1.012120296,1.494715091,1.670326723,0.962306147,2.508324138,0.99956936,1.123059045,0.955531626,1.028337368
0.941281544,0.932740093,-49.44924695,0.984808279,0.950361335,1.054642641,0.964673758,1.058428499,0.961107218,1.123811942,0.922925997,1.178995608,0.884961997,0.900238554,0.921808239,0.977144752,1.092780702,0.927976903,1.076587062,1.079123877,14.36073262,0.998521164,0.990292556,1.015216481,0.89935173,1.102464637,1.011987758,1.008391733,1.010955757,1.008213676,1.012405495,0.992992185,1.425991704,1.727539558,1.005880131,1.593799631,1.015563816,1.385340735,0.986532772,0.909440306
1.030348723,0.964509816,11.3323662,1.091788808,1.076822958,0.9652697,1.023357715,0.852601162,0.847485711,1.175778764,0.895543021,0.964419603,1.098241489,0.969620153,1.051717505,1.005261081,0.881921966,0.923144364,0.813206321,1.367710251,17.38149495,0.992304037,1.001588295,0.993779991,0.859461445,0.875023454,0.990895435,0.999956757,1.003668027,1.004495123,0.996433741,1.000850668,1.486540897,1.205009992,1.001821217,2.857254689,1.047659095,1.212100365,0.965785677,0.939518661
0.916606198,1.104310163,-32.58390538,1.108861862,0.988713434,1.030291493,1.055625751,1.076242616,1.043510029,1.025097754,1.023754961,1.100681332,0.945224905,0.977912458,1.005740866,0.924743432,1.127849658,1.188219361,1.088603554,0.599054341,1.308725626,0.997542797,1.009943721,0.989987525,1.158656502,0.914488147,0.98709507,0.996417428,0.997107199,0.977536995,1.001501383,1.009589621,1.021319138,1.020116715,1.08707105,2.134809845,0.929469958,1.360230669,1.017927795,1.015951178
0.888916283,0.957077431,-27.65679803,0.874604128,1.081772754,1.046216704,0.96531142,1.018372806,0.999451188,1.06323481,1.016275069,0.919621093,0.979931728,1.081830001,0.975984979,0.993133782,0.899539669,1.169102619,1.135119559,1.308529176,5.680996492,1.007461427,1.009814799,1.013250625,0.908240701,1.183073504,0.999268065,0.999678763,1.007388597,1.016293398,0.997896708,1.015356354,1.033261026,1.720078812,1.009961808,1.726745959,0.977618509,1.483472772,0.960553236,0.99902545
0.82915486,0.825255465,-49.63400223,1.14473945,0.913758858,0.880645805,1.032336394,1.037799536,1.139060106,1.019048586,1.108589968,0.943579873,1.160408648,0.961906064,1.07877566,0.951187958,1.124758088,0.99688305,1.034199776,0.690642208,10.74549444,1.000777567,0.991248076,0.982988933,1.176509016,0.843267232,0.990490301,0.991561368,1.008413717,0.988595873,0.987980256,1.003004158,1.436444565,1.399057889,1.087615977,2.279158723,1.084515433,1.022287817,0.980808115,0.930444811
0.928299414,1.022658155,44.49441279,0.913689072,1.061527565,0.803774369,0.94764933,1.019155053,0.969742536,1.178898899,1.091220059,0.839434677,0.941733013,1.119143729,0.968829042,1.03038228,1.149177332,1.116172878,1.095671552,0.632271315,2.824210017,0.990484091,0.992437991,0.975844296,1.138046697,0.959321462,0.996590004,1.015128533,0.996082151,1.020862746,0.993699406,1.004748476,1.310455076,1.449976919,1.082712499,2.910169533,1.076582875,1.139770262,0.918120992,0.970905106
0.97991688,0.978279667,-6.456906929,1.103917113,1.022672856,1.05750874,1.071189767,1.012788369,0.95143348,1.104331281,0.908351805,0.921498024,0.867463984,0.909794914,1.016966624,0.959843545,1.135975144,0.841134077,0.982177077,1.156613573,1.894551164,0.993043457,0.990525406,0.986467048,1.10359481,1.183617571,0.982886477,1.005247908,0.990424096,0.994505312,0.995453612,0.998873019,1.282585242,1.655647762,1.072927901,1.311906876,1.042262455,1.005872795,0.959719568,1.094769147
1.081979222,1.097149775,12.94620382,0.906091488,0.863853259,1.032776534,0.956439983,1.05109961,0.943456729,0.948855397,1.095049245,0.977316244,1.012474406,0.857693257,0.957648314,1.002272438,1.113880881,1.038970625,0.763217622,1.41324136,11.60591524,0.991381824,1.000942534,1.021140163,1.068583966,1.043909897,0.990424359,0.997347768,1.010750004,1.017307846,1.013418529,1.005051331,1.100603842,1.492287473,0.98926458,2.738011271,1.03360733,1.003834131,0.979475977,1.011777984
1.008292392,0.999854316,32.87912317,0.870768069,1.139568414,1.08807409,1.077946634,0.970329789,1.004337218,1.143904495,0.873878073,1.029721316,0.836722943,1.011325968,1.175530514,0.894073277,0.848364084,0.878931696,1.03219723,0.752341016,5.179699892,0.990958125,1.009790705,1.006072322,1.149260756,1.068281747,0.99571181,0.992423558,0.991257641,0.984357271,0.994613409,1.009959114,1.518631267,1.066294728,0.965774766,1.149290826,1.040530966,1.347646985,0.962264817,1.005294176
1.120503269,1.058360762,-31.00833933,0.846455017,0.97501969,1.022406811,1.057851586,0.967604402,0.960895482,1.069923434,1.003309902,1.071635307,0.957880794,1.038366323,1.02233868,1.067914817,0.880521903,0.887368981,0.830337695,0.667860742,16.0123409,0.999789765,1.005128175,0.987382801,1.051898041,0.987517055,0.982419104,1.013145337,0.998613986,1.006719388,0.989082833,1.001605924,1.368202711,1.795374839,1.016430094,2.81446824,0.961457913,1.306564016,1.033517278,0.923240504
1.059965167,0.944021235,17.54269344,1.065958546,1.199456067,0.999883192,1.004269447,1.056157317,0.973800533,1.034297,0.859294797,0.93785248,0.996762344,1.038610029,1.003287645,1.09631612,1.149790999,0.974842761,1.031257554,0.85627125,6.770960573,1.001286217,1.003035143,0.971714024,1.132256057,0.821916706,0.986455825,1.011125362,0.975941474,0.993824797,1.00447964,1.002350961,1.481805653,1.077809409,0.924790308,2.612189733,1.022632657,1.263807888,0.929033859,0.928053896
0.99078548,0.861856469,20.10735215,1.018839378,1.195020979,1.099186186,1.006263511,0.939376098,1.150833388,1.164741575,0.853540357,0.974996537,0.966037785,1.065474109,0.948353473,1.116606109,1.139089847,1.145114862,1.002808453,1.032248935,6.793789826,0.997103913,1.00936362,0.989449695,0.874777407,1.021191708,1.004018951,1.004312561,0.995838054,0.972131966,0.999068081,0.991504711,1.356797404,1.294464085,0.912393338,3.125264256,0.972889044,1.08373731,1.026684743,0.99232713
1.161841238,1.018143389,-30.03976823,0.93397864,0.990699354,1.045509054,0.914301426,1.049741027,1.075833665,0.980117441,0.934324704,1.082839494,1.076639296,0.900327665,0.876225746,0.927323058,1.102541841,1.164117212,1.102520506,0.729649878,6.810649506,1.004557698,0.998754459,1.008523485,1.121142273,0.819799529,0.998700843,0.997678156,0.991906211,0.994599811,0.988943286,1.01031942,1.47664132,1.539490889,0.904026689,1.308862793,0.960433202,1.405531199,1.024680085,0.949330413
1.041843661,1.0480772,13.46960044,1.015811493,1.184453482,0.823775576,1.082942137,0.916991142,0.941531949,0.912258178,1.018268173,1.079444413,1.038317841,0.912792579,1.114260591,0.855069179,1.153529442,0.963609455,1.041384153,1.189635446,2.511900352,1.004925124,1.007451998,1.007285003,0.909545754,1.13195556,1.003584771,0.996012453,0.999907703,1.007315096,0.997716657,0.992082031,1.323467035,1.315324786,0.987857382,1.628021318,1.043706187,1.019614143,0.973621026,1.000872342
1.033962157,1.02689321,-48.71124132,1.049871518,1.04867464,0.896506158,1.166789085,1.034465725,1.065148152,0.87478772,0.939378078,1.143235279,1.131021864,1.050301243,1.105865528,1.075304772,1.130289653,1.193392496,0.767535247,0.675501239,4.870271773,0.999368719,1.008242881,1.003030114,1.079099166,0.804090222,0.99489418,0.999986444,1.023990637,0.996650946,1.000696215,0.991530321,1.313208309,1.22020742,1.015637502,2.060322508,0.914342504,1.056720362,1.09713452,1.038120597
1.083119841,1.154629561,-39.70275646,1.014393726,0.820456237,0.882990747,0.815704324,1.023217613,1.044530232,1.061236013,0.985781222,0.986452949,1.02906894,1.026060352,0.961559593,0.970840591,1.068414452,1.025430056,0.987757565,1.266757745,5.27995398,1.001197933,0.998835999,0.992038085,1.020506464,0.914338566,0.995808767,1.007434428,1.000437482,1.019882516,0.996105204,1.005201885,1.466579972,1.585325434,1.029177285,2.297843806,1.084293243,1.360481468,0.995986417,1.055412477
1.080299208,0.923498581,-3.069355045,1.140113182,0.836773284,0.960312946,0.971387997,0.970295999,0.980774947,0.964980764,1.003071541,1.042494479,0.929744436,0.881688489,1.043461617,1.085661052,0.855714221,1.079088848,0.941611477,0.978403607,7.242308392,0.994764241,1.005405325,0.98397784,0.991993633,0.901139269,1.014725409,0.991105616,0.981762275,0.98213733,1.003155796,1.001186179,1.051450649,1.617864113,0.972921759,1.98761391,0.987629699,1.270194945,1.012603416,0.943248679
1.105397507,1.010981513,39.17983161,0.983009344,1.10458747,1.089176016,0.998706731,1.096345497,0.987359457,1.061796973,1.001382668,1.027164062,1.014631282,0.960995556,1.005572719,0.90113847,0.997865405,1.118526422,0.913049382,1.139831462,2.197033286,1.007186563,0.999455605,1.021026954,1.063519384,1.076749073,0.99415406,1.002289786,0.98912957,0.997916573,1.01313733,1.005585888,1.246660643,1.694800553,1.084580374,3.062965836,1.013946651,1.180219244,0.920475225,1.016058994
1.040936809,0.857683277,-14.78471629,0.941872304,0.921701551,0.948112345,0.857012583,1.09261012,1.03114558,1.09540135,0.898612216,0.871210829,1.100803336,1.177378009,0.945217898,1.122317075,1.021795466,1.167248451,0.859313266,1.294973498,4.742932949,1.002238503,0.991336395,1.029651582,1.041102979,0.926914193,0.994643665,0.999412853,0.97669095,0.98927233,0.991983757,0.99229982,1.415377418,1.344971417,0.977050717,2.869225702,0.95281125,1.590414202,1.074808565,1.007522905
1.104514376,0.963915215,-37.41315863,1.132884561,0.838318794,1.072236044,1.095325692,1.082472695,0.994442949,0.89870617,1.013708428,1.065024984,0.907011209,0.887094252,0.979439211,0.87040375,0.905597108,1.037277856,1.14374876,1.261347545,16.2821504,0.992179714,1.002766679,0.988827537,1.08992666,0.977798238,1.013334743,1.00372629,1.008124229,0.98923245,0.993050175,1.001336157,1.235474995,1.77589074,1.003024648,2.190439655,1.054102472,1.3666486,0.931007477,1.063315198
0.960429229,1.077711115,30.08998152,1.047821827,0.988273605,0.975298013,0.853065042,1.144758614,0.911524901,1.019585688,1.067670306,1.181795974,1.087098601,0.975146397,0.803347525,0.939439454,0.880280832,1.082447122,1.105222315,1.19100762,12.22330449,0.993492178,0.9970967,0.975279685,0.996217796,0.955730355,0.997770907,0.989788999,0.986843568,0.991869365,1.000107241,1.002230003,1.301334241,1.135281111,1.032520063,2.505480644,1.067793047,1.591665649,0.952745078,1.059697593
0.917663597,1.054884842,47.04407083,1.101729455,0.987697465,0.922515311,0.858196492,0.955625923,1.041168794,1.01632216,0.929918354,0.933291461,1.025945033,1.119369513,1.056726979,0.852113963,0.988049447,0.949568195,0.953575783,0.811825065,14.7501367,1.000786104,1.000255373,0.988170214,0.80037907,1.091656698,0.999658836,0.993784661,0.998054496,0.98497829,0.991720639,1.008937978,1.44016493,1.256932584,1.08250091,3.071969417,0.967957598,1.182802151,0.953961967,0.986954318
0.977129724,0.861123884,-5.860010424,1.043144464,1.083528425,1.096195382,0.963522506,0.871334966,0.862199008,0.893863004,0.883451425,1.085978923,0.972881508,0.933714625,0.893097799,0.96551209,0.874697767,0.943583286,1.067305197,0.758142533,4.152932235,1.001522295,0.990553568,0.991038337,0.912067776,1.035928693,0.983145359,0.981549329,1.010218724,1.003645524,1.014479846,1.009632456,1.493309557,1.062587064,0.994463386,1.808530352,0.980791489,1.197048712,0.988594693,0.987791757
0.995854094,1.066130752,-38.28670685,0.915643518,1.009723768,0.974249995,1.058034883,1.097000379,0.998307568,1.190005157,0.946586627,0.944037288,1.147962352,0.845200668,1.05926786,0.937273518,1.004331119,1.037994368,0.907814585,1.069100051,11.59240628,0.999108344,1.005436262,1.021860848,1.187757139,1.03356124,0.999480995,0.996152987,0.979363713,1.003527183,0.998282123,1.006974312,1.306775827,1.807068753,1.028058835,3.022289505,1.015201878,1.418495805,0.9244879,1.047981394
1.075804294,1.148920692,-6.80619107,0.984867632,1.015323852,1.015454826,0.920316492,1.027219223,1.06326787,0.964621294,0.932885344,1.084800921,0.853370727,0.84395387,1.108996794,0.935844539,0.942131198,0.861775785,1.006508267,1.340279915,17.00722394,0.998053372,1.001654455,1.025263203,1.067379749,0.879693649,0.999378667,1.004363907,1.00843523,1.020085118,1.004952404,1.003835481,1.069690109,1.295822342,1.019598483,2.166025224,1.01341416,1.171952485,0.94039276,0.991145314
1.018572725,0.973981458,33.95887421,0.980144215,1.19717763,0.857612142,1.191271426,1.010494711,0.994268815,0.994255058,1.112577728,0.881489048,0.92520496,1.034708353,1.095846158,0.904974341,1.082962571,1.020792968,0.837110132,1.230204786,12.16152022,0.99915708,0.998207783,1.020352853,0.957054582,0.826761351,1.005354837,1.000017763,0.989646862,1.000241715,1.01416468,0.988310894,1.187898583,1.756903128,1.02355279,1.48886295,0.986090324,1.179550174,0.9867166,0.945015403
0.971669438,0.946246189,-28.975549,0.916269155,0.983576414,0.827684593,0.961774128,1.013840806,1.058908543,1.014321054,0.950491496,0.822746308,1.085820207,0.944629238,0.837667597,1.093969182,0.818558893,1.000364319,0.764156763,0.903270756,16.04312789,1.006579102,0.990232844,0.991047127,0.989202005,1.084482581,1.003810397,1.011438354,1.000600633,1.009854107,0.996375945,0.986811141,1.165149891,1.68708796,0.990244925,2.401568863,1.07857286,1.480087352,1.003512395,0.959829396
1.155262965,1.094655833,31.72300498,0.992054584,0.955728545,1.025145401,1.164247585,0.984987821,1.043186816,0.804953475,0.989092588,1.015413457,1.030538948,0.878373267,1.185359109,1.085464097,0.931793053,0.96073785,0.826063357,1.115427527,2.948030042,0.995321973,1.009163571,1.007996861,1.022641588,0.953650523,0.997840715,1.002693804,0.987157767,1.0128075,0.994235854,0.998624067,1.441956564,1.284922677,0.957583526,2.911743566,1.02703731,1.168155559,0.95068249,1.057447087
1.089044355,1.116401303,-25.58155672,0.879803036,1.03819659,0.927368016,0.8801028,1.094657737,0.926370186,1.009118862,1.043048228,0.820366845,0.989580701,0.865344585,1.062349935,0.962340003,0.823784277,1.073408534,0.707354069,0.86496456,3.779294608,1.004340311,1.008881304,1.001230756,0.929749889,0.917350449,1.005803069,0.989521318,0.996341759,0.990753949,0.98569079,0.997381213,0.967827138,1.074958053,1.00967812,1.675246622,1.093828862,1.077286751,1.054267629,1.014473008
1.038927617,1.020668777,-45.34546789,1.00301556,0.843145935,1.050765286,0.824288393,0.944958971,1.023189665,1.166734109,0.969395786,0.874852288,1.119690957,1.003333268,1.066196846,0.906538205,0.961826073,1.072345429,0.893698085,0.571266034,12.09907491,0.999402936,1.005953301,1.010531693,1.052446081,1.142472972,1.011595534,0.999796985,1.012223261,0.994673244,1.005533934,1.010709707,1.316896611,1.467582843,0.941879623,3.056452671,1.007312516,1.37179877,1.002618623,0.994981417
1.026637674,0.939873733,39.3367064,1.06404463,1.059681882,1.151484746,0.991822286,0.930359071,0.826405373,1.081714289,0.920586797,0.963563979,0.871445678,0.939342351,1.151983751,1.006403476,0.93667454,0.875797159,1.015802397,0.671764272,10.79495643,0.995846865,1.002035475,1.010417622,1.106608527,0.873110172,0.999179677,0.998857365,0.979098778,0.983601468,1.004325652,0.987692969,1.501375123,1.472817622,1.09076295,1.058865733,1.087523019,1.273383907,1.056994607,1.049008556
1.063142419,1.08448543,-29.18531739,1.131678695,1.1678871,0.958605878,1.080601126,0.915121322,0.876628854,0.908852902,1.181427978,0.948445669,0.838079774,1.062286591,1.072561133,0.919755531,1.01013173,1.17292997,0.959375489,1.046685016,7.040500099,1.002052048,0.990145984,1.003350564,1.166636957,1.125012277,0.992998731,0.993146481,0.984007666,0.999299705,0.995801272,0.982691635,1.085900777,1.11057787,1.086592126,2.624005105,1.05121649,1.075011342,0.964965255,0.907474905
1.014129275,1.16439956,10.92895895,1.113644544,1.088165811,1.025643728,1.18991801,0.985738675,1.099517937,1.007646947,0.839525243,0.931198111,1.182300735,0.855397602,0.905422784,1.066662955,1.117158204,1.076351043,0.969991155,0.594984442,3.912396514,1.002713838,0.993078781,0.975110408,1.124497419,1.04624156,0.994303377,0.985254931,0.982374413,1.019140512,0.99587065,0.988962725,1.550522482,1.038154351,1.095814199,1.279800191,0.948564669,1.378223785,0.938143941,1.004104654
1.120848805,1.024646151,-16.48630337,0.937199336,0.992042583,0.99704688,0.94655169,1.106796012,1.169073016,1.000118808,0.954736415,1.108635104,0.906150168,0.922360023,0.975237271,0.955088133,0.805251461,0.813472114,1.123954516,0.999367667,7.937127126,1.00474075,0.998134387,1.023109018,0.805395615,1.108192885,1.006578219,1.005082461,1.011039426,0.996752853,0.997476255,1.000518871,1.209099654,1.483056398,1.063760731,1.82874081,0.996602361,1.34077844,1.021724549,0.958623357
1.051804584,0.924837802,-3.625134672,0.878305038,1.03561825,1.024243,1.06980933,1.010764689,0.920683525,0.908378341,1.1015342,1.054298355,0.931946848,1.170713026,1.117234233,1.152920172,0.913652943,0.854119136,0.90147429,1.236930264,15.72703847,1.009900387,0.994057873,0.974981846,1.19210549,1.156227616,1.002305177,1.003064442,1.002625757,1.013456871,1.004694315,1.001282987,1.018713587,1.266925889,1.012427625,1.605764476,0.982108341,1.042136916,1.031601403,1.057277576
0.92420799,0.975378868,-1.848892637,1.01934362,1.019642449,0.884855249,0.996198001,0.963362278,1.00763803,1.18432806,1.044142614,0.980991691,0.990332864,1.038911962,1.043102816,0.977649521,0.859615662,0.954770386,1.061930501,0.794686628,11.51689074,0.996522474,0.990683753,1.029471615,0.898669677,1.077256459,0.992602576,0.992161244,1.017608665,0.988730703,1.001358132,0.980430543,1.244688627,1.22461127,1.049448765,2.9033594,1.005951977,1.129019139,0.999551006,1.006968728
0.97826519,0.898364396,26.13952205,1.060084452,0.868601263,1.080080466,1.124670319,0.946449049,1.159415548,0.922803197,0.879501583,0.997900325,0.963188684,1.067099148,1.166852253,0.810219048,1.113701043,0.809068759,0.91473104,0.965927003,5.20106398,1.000322321,1.003334928,0.97099906,1.185089499,1.092484182,1.016636411,0.996608277,1.002788557,1.003422608,1.019010461,1.002575777,1.187094411,1.185921333,1.05372142,2.084498939,0.901091886,1.429286683,1.043240683,1.001897645
1.051145145,1.05014682,21.21080885,1.030852863,1.09142936,1.082312543,1.094364141,0.920871586,1.050289472,1.162608608,0.908513301,1.156299082,1.013857398,1.004287265,0.989988662,1.053091776,0.896888148,1.134446206,1.024598782,0.619689756,13.1739371,1.005774094,1.007413651,0.976052248,1.126907908,0.919396841,1.002383769,1.001463016,0.988744031,1.001080615,1.009593126,0.986442763,1.201397027,1.431696807,1.004900417,2.246626627,0.97503361,1.086057317,0.997513281,0.942805259
0.98383536,1.121234848,30.856944,0.90238656,0.927794546,0.894590257,1.028804071,1.058748774,0.845257573,0.954492448,0.98200555,0.906436708,1.034437584,0.967298431,0.895026981,0.929577514,1.135545001,1.177875103,1.042270644,0.817525792,5.836249462,1.001709962,0.999496218,0.98722231,0.992277786,1.075263028,0.992243033,1.000377321,1.015608299,1.00954281,0.986454396,0.996132443,1.498842715,1.653321267,1.000239867,2.232256814,1.046174889,1.269192099,1.042040132,0.985057772
1.130024699,1.089119657,24.98798568,0.884678272,0.980960201,0.894213377,1.096795514,1.100761571,1.018285643,0.919501441,1.040644654,0.995177427,1.120573272,1.080327789,0.827581625,1.039411502,0.887905407,1.024406163,1.056773802,0.796113857,9.601007967,1.008704655,0.992696625,0.980797631,1.062536607,1.131257722,1.0100393,0.992495504,0.985619843,1.013793076,1.000360384,1.002881685,1.536862761,1.244775753,1.052618636,1.150836582,0.950064348,1.563944764,1.091210043,1.040390083
0.899064301,0.990288948,-16.74527906,1.096762177,0.854141965,1.077583917,0.95540041,0.930153877,1.029298457,0.879506916,1.134159217,0.834326163,1.004760614,1.149418399,0.992980422,1.045807634,1.15626742,0.923898683,1.03837384,1.249647747,16.53375332,1.00211402,1.00683472,0.974266421,1.147472537,1.177498988,1.014486773,0.995801311,0.97990664,0.981289347,1.004362975,0.999958039,1.411214095,1.320535676,1.084130602,1.677735805,1.071153574,1.185493828,1.040443838,0.947977748
0.993231929,0.865377769,-34.04795486,0.987746225,1.168674148,0.956106655,0.881047491,1.070964503,1.009764449,1.165593333,1.060427531,0.96452776,1.023780613,1.052657889,1.095530295,0.974473818,0.971557398,0.990940079,0.979725578,0.868799713,16.50095725,0.992615055,1.003803316,0.992762396,1.180836291,0.815493403,0.986726833,0.995975751,1.000300744,0.980998064,1.009972404,1.000780727,1.399088402,1.575302184,0.981535342,2.836076442,0.946114497,1.375845519,1.032913482,0.997614515
1.057967749,0.952759732,37.99029493,1.047974388,0.910389852,0.923597225,0.971736311,1.036409077,0.993805124,1.004175574,1.014946423,0.986940364,1.044494778,0.996495988,1.057224416,0.935037113,0.847267,0.826901795,1.042809978,0.581700374,5.686638511,1.0009292,0.996670906,0.990556917,1.075566268,0.900770125,1.000800192,1.00601682,0.997667947,0.985413169,1.005374827,1.018688516,1.030004844,1.252987696,0.960298286,1.659131515,0.953993096,1.00958624,0.979627687,0.988752351
0.938969774,1.129789504,-14.94264746,1.008953918,0.894149861,0.995340462,0.851598865,1.056393745,0.9918636,1.055624931,1.097956517,1.046080928,1.103169283,0.985052431,1.035546045,0.885164334,0.860639062,1.081729678,0.760565319,0.636408041,7.66764124,0.996592265,1.00483273,1.01201445,1.140375531,1.044842543,0.990532756,0.990517481,1.013667369,1.011779001,0.995584009,0.997709014,1.138531977,1.604421373,0.934004814,1.222615142,0.980933891,1.247615281,0.9707732,0.922177985
0.857657427,1.05842291,40.85134287,1.026057771,0.996894808,1.081725285,0.966807663,0.855850469,1.054696344,1.150597234,0.952198682,0.933562181,0.834311532,0.94093607,1.107685078,0.869809799,0.940524335,1.111857255,0.80005591,0.686762577,10.50446917,1.003294206,1.002540184,1.009297108,0.86846205,0.812911103,1.002261,0.993498216,0.999642781,0.997198089,0.986522927,1.001611103,1.378675364,1.446266238,0.929361141,2.571846628,0.91795178,1.499095511,1.038618639,0.994670466
0.977201331,1.042589186,26.83668248,1.055206177,1.03475006,1.103807863,0.966270344,1.155487588,0.979346037,0.863661735,1.006594602,0.893046429,1.084131321,1.095904175,0.928072643,0.877565477,1.163754303,0.87979941,1.094491969,0.689365746,5.274163671,0.998300977,1.005618331,0.994868054,0.832036283,1.001762674,1.004227215,0.995118983,0.998943257,0.999476623,1.008718727,1.004905679,1.372939472,1.194832749,1.071859107,2.584871919,0.962296585,1.078349134,1.048627605,0.900793541
0.992239551,0.866734512,2.748147388,1.065248285,1.13117283,0.916735779,1.197560862,1.079402304,0.980936165,1.076241283,0.930477534,0.828596113,1.011970523,1.140668687,0.969741691,0.848209975,1.072722211,1.027373553,1.035682977,0.745480272,17.24094919,1.007047012,0.99033331,0.982298207,0.991004194,1.174065366,0.986093372,1.004145692,1.007290927,1.009248063,1.005619348,1.003893267,1.099228877,1.280336214,1.043058798,1.610001286,1.056170185,1.427326009,1.031261158,0.922470052
1.126899408,1.052103662,10.87264808,1.06980328,0.852070804,1.072779466,0.938576653,1.141857276,0.935426373,1.084937018,0.914093024,0.876798294,0.924894087,1.103585026,1.065081633,0.892949254,0.927722216,0.911935641,0.929844061,0.568389888,14.10197163,0.991780926,0.997539262,1.029740706,1.111666853,1.10725789,1.005257857,1.006178957,0.989599645,1.014250893,1.006910782,0.997840055,1.279772304,1.11835403,0.978682414,1.702001464,0.951036509,1.513435336,0.911293426,1.080287875
1.032707943,0.933794095,6.649635328,0.97063136,0.900075271,1.034242228,0.998105696,0.939655965,0.849064959,1.146747674,1.12034057,1.07724569,1.049290098,0.927373974,0.874767266,1.000323584,1.111341004,0.910837478,0.960910509,0.715124626,5.367753471,1.004148114,0.998265739,0.972346858,0.849594307,0.971596446,1.01384218,0.984367625,1.006307896,1.010972674,0.996027062,0.999478718,1.407859648,1.521174032,0.97372462,1.262769086,1.029249373,1.000781427,0.966923593,1.070924573
0.981397826,0.992380626,-15.68062747,0.946039179,1.118992161,0.95973577,1.110344777,0.974670663,1.010403671,0.949274626,1.030668506,0.985239918,1.019382377,1.081162995,1.160247404,1.037015417,1.106762009,1.027396743,1.093629292,0.82378839,12.67056341,0.998857177,1.009186231,1.026083694,1.178058852,1.145431866,0.995870058,1.008581636,0.997745758,1.001404745,1.000929228,0.997791736,1.360048449,1.238092726,0.938590673,2.914603002,0.941161772,1.562019801,0.992399498,0.945835725
0.966397569,0.950255343,45.90104422,0.996761009,0.992500207,1.028731098,1.029875232,1.096526708,1.016542121,1.001063307,0.901824765,0.908062409,0.870042689,1.011223168,0.924919238,1.031048063,1.177623121,0.991265829,1.130119743,1.219879616,16.86955648,0.990416333,0.990479097,0.98674704,0.88817785,1.062319911,0.998114026,0.986781906,1.006495721,1.014523789,0.993994711,1.006766045,1.481462266,1.495456258,0.974314973,2.167923775,1.027108055,1.172423398,0.950991793,1.045457192
