fission1,capture1,scat11,scat12,fission2,capture2,scat21,scat22,k
6.45547E-03,9.25867E-03,4.82914E-01,1.50618E-02,1.30421E-01,8.10726E-02,1.49218E-03,1.12257E+00,1.257776
6.48389E-03,9.35506E-03,4.90012E-01,1.52862E-02,1.29573E-01,8.09018E-02,1.49982E-03,1.12488E+00,1.252758
6.36864E-03,9.44186E-03,4.95229E-01,1.55679E-02,1.30722E-01,8.11964E-02,1.51317E-03,1.12765E+00,1.252706
6.38564E-03,9.39543E-03,4.87869E-01,1.51616E-02,1.28916E-01,8.10518E-02,1.50380E-03,1.12484E+00,1.238069
6.35042E-03,9.49885E-03,4.94707E-01,1.55458E-02,1.29676E-01,8.10711E-02,1.50467E-03,1.12822E+00,1.242378
6.38863E-03,9.36362E-03,4.96230E-01,1.53900E-02,1.31036E-01,8.13552E-02,1.52038E-03,1.12952E+00,1.25543
6.44681E-03,9.28333E-03,4.90197E-01,1.52009E-02,1.30358E-01,8.10785E-02,1.50672E-03,1.12741E+00,1.257536
6.43530E-03,9.27877E-03,4.91684E-01,1.53451E-02,1.30314E-01,8.09630E-02,1.50011E-03,1.12738E+00,1.260418
6.42235E-03,9.31932E-03,4.90009E-01,1.53537E-02,1.28781E-01,8.06090E-02,1.49464E-03,1.12642E+00,1.250547
6.31166E-03,9.39953E-03,4.95641E-01,1.55626E-02,1.29227E-01,8.10282E-02,1.50611E-03,1.12933E+00,1.243136
6.36511E-03,9.50629E-03,4.97959E-01,1.57797E-02,1.31210E-01,8.12211E-02,1.50079E-03,1.12547E+00,1.255758
6.42462E-03,9.37628E-03,4.96077E-01,1.56899E-02,1.28902E-01,8.07921E-02,1.49969E-03,1.12821E+00,1.251042
6.42567E-03,9.37020E-03,4.93957E-01,1.54764E-02,1.29257E-01,8.09124E-02,1.49874E-03,1.12933E+00,1.249713
6.47608E-03,9.30900E-03,4.89248E-01,1.53040E-02,1.30172E-01,8.09540E-02,1.50584E-03,1.12679E+00,1.258962
6.35943E-03,9.43838E-03,4.93581E-01,1.54405E-02,1.31293E-01,8.12336E-02,1.49986E-03,1.12595E+00,1.254628
6.55592E-03,9.33713E-03,4.88507E-01,1.52376E-02,1.30280E-01,8.10389E-02,1.49544E-03,1.12379E+00,1.259691
6.36967E-03,9.41815E-03,4.94379E-01,1.54789E-02,1.29306E-01,8.11762E-02,1.50175E-03,1.12399E+00,1.2422
6.45994E-03,9.41533E-03,4.92259E-01,1.53161E-02,1.29660E-01,8.11215E-02,1.50780E-03,1.12945E+00,1.247083
6.38554E-03,9.39423E-03,4.93162E-01,1.53547E-02,1.30276E-01,8.08800E-02,1.50714E-03,1.12997E+00,1.253273
6.33731E-03,9.43776E-03,4.98207E-01,1.56311E-02,1.29445E-01,8.09729E-02,1.50760E-03,1.12963E+00,1.245538
6.41664E-03,9.39158E-03,4.91099E-01,1.54448E-02,1.29814E-01,8.10589E-02,1.49780E-03,1.12436E+00,1.250266
6.47969E-03,9.14677E-03,4.87703E-01,1.52027E-02,1.30662E-01,8.08318E-02,1.50510E-03,1.12765E+00,1.271443
6.43816E-03,9.36896E-03,4.95041E-01,1.53804E-02,1.29790E-01,8.11941E-02,1.51515E-03,1.12760E+00,1.249544
6.34875E-03,9.30536E-03,4.93722E-01,1.54418E-02,1.29686E-01,8.08385E-02,1.51423E-03,1.12686E+00,1.253536
6.31139E-03,9.36959E-03,4.93801E-01,1.55904E-02,1.28556E-01,8.07284E-02,1.48529E-03,1.12262E+00,1.2436
6.44422E-03,9.29635E-03,4.89810E-01,1.53779E-02,1.29275E-01,8.10144E-02,1.50168E-03,1.12595E+00,1.25177
6.43992E-03,9.28179E-03,4.86913E-01,1.50832E-02,1.30142E-01,8.11433E-02,1.50721E-03,1.12663E+00,1.253234
6.25780E-03,9.49511E-03,5.00680E-01,1.56854E-02,1.30072E-01,8.10504E-02,1.51561E-03,1.13109E+00,1.244071
6.44506E-03,9.28692E-03,4.84176E-01,1.52274E-02,1.29416E-01,8.06331E-02,1.47903E-03,1.11954E+00,1.255968
6.45630E-03,9.43959E-03,4.92683E-01,1.54382E-02,1.30353E-01,8.06358E-02,1.49356E-03,1.12594E+00,1.258659
6.45671E-03,9.48577E-03,4.96878E-01,1.56894E-02,1.30231E-01,8.11939E-02,1.50495E-03,1.12509E+00,1.252084
6.46425E-03,9.35048E-03,4.91661E-01,1.52647E-02,1.30146E-01,8.12104E-02,1.51848E-03,1.12843E+00,1.25244
6.29883E-03,9.36784E-03,4.95285E-01,1.54413E-02,1.30307E-01,8.10486E-02,1.51681E-03,1.13116E+00,1.250493
6.25517E-03,9.52776E-03,4.95952E-01,1.56912E-02,1.29542E-01,8.13339E-02,1.49139E-03,1.12428E+00,1.235005
6.45197E-03,9.45226E-03,4.93805E-01,1.55042E-02,1.30340E-01,8.10242E-02,1.50362E-03,1.12834E+00,1.253894
6.40008E-03,9.32256E-03,4.93096E-01,1.53675E-02,1.29221E-01,8.07129E-02,1.50629E-03,1.13065E+00,1.251717
6.41855E-03,9.35142E-03,4.90293E-01,1.53279E-02,1.30084E-01,8.11231E-02,1.50656E-03,1.12867E+00,1.252041
6.36119E-03,9.49244E-03,5.00530E-01,1.56124E-02,1.31156E-01,8.11305E-02,1.51980E-03,1.13093E+00,1.254595
6.33406E-03,9.48366E-03,4.95989E-01,1.57241E-02,1.29813E-01,8.07889E-02,1.48565E-03,1.12571E+00,1.24955
6.41236E-03,9.31141E-03,4.94223E-01,1.55111E-02,1.29905E-01,8.10562E-02,1.50156E-03,1.12444E+00,1.255841
6.46584E-03,9.49859E-03,4.92843E-01,1.55351E-02,1.29920E-01,8.08417E-02,1.48287E-03,1.12050E+00,1.251615
6.44078E-03,9.42038E-03,4.92446E-01,1.55771E-02,1.30815E-01,8.11163E-02,1.49823E-03,1.12443E+00,1.258581
6.38140E-03,9.40673E-03,4.95358E-01,1.54419E-02,1.30659E-01,8.10288E-02,1.51222E-03,1.12673E+00,1.254801
6.48642E-03,9.37598E-03,4.88859E-01,1.52048E-02,1.30107E-01,8.11576E-02,1.50722E-03,1.12661E+00,1.251569
6.40415E-03,9.33414E-03,4.94019E-01,1.53980E-02,1.28653E-01,8.06939E-02,1.51098E-03,1.12891E+00,1.247609
6.34717E-03,9.42000E-03,4.91883E-01,1.55577E-02,1.29501E-01,8.09678E-02,1.48997E-03,1.12124E+00,1.24635
6.42473E-03,9.36379E-03,4.90472E-01,1.54106E-02,1.30519E-01,8.09561E-02,1.49449E-03,1.12345E+00,1.258185
6.32863E-03,9.43191E-03,4.95505E-01,1.55569E-02,1.29360E-01,8.12783E-02,1.51972E-03,1.13025E+00,1.240097
6.39589E-03,9.29282E-03,4.90572E-01,1.50962E-02,1.30043E-01,8.13829E-02,1.52480E-03,1.12807E+00,1.247335
6.49562E-03,9.27328E-03,4.90027E-01,1.52818E-02,1.30789E-01,8.11621E-02,1.50699E-03,1.12910E+00,1.263461
6.39806E-03,9.28359E-03,4.90482E-01,1.52756E-02,1.29746E-01,8.09920E-02,1.51485E-03,1.13120E+00,1.252943
6.33590E-03,9.49610E-03,4.95235E-01,1.56395E-02,1.30068E-01,8.10897E-02,1.49696E-03,1.12700E+00,1.246032
6.41249E-03,9.32804E-03,4.91760E-01,1.55340E-02,1.29982E-01,8.09306E-02,1.49333E-03,1.12631E+00,1.257469
6.36340E-03,9.54540E-03,4.99210E-01,1.56384E-02,1.29850E-01,8.14596E-02,1.52957E-03,1.13126E+00,1.238442
6.34391E-03,9.54307E-03,5.01835E-01,1.58115E-02,1.29987E-01,8.10732E-02,1.50716E-03,1.12651E+00,1.246
6.37158E-03,9.37048E-03,4.93478E-01,1.54238E-02,1.29835E-01,8.13081E-02,1.51755E-03,1.13052E+00,1.246308
6.45101E-03,9.36526E-03,4.88199E-01,1.52812E-02,1.30521E-01,8.07819E-02,1.50315E-03,1.12924E+00,1.259479
6.50552E-03,9.39441E-03,4.91824E-01,1.53786E-02,1.30680E-01,8.10434E-02,1.50489E-03,1.12447E+00,1.259598
6.40536E-03,9.52983E-03,4.97765E-01,1.56876E-02,1.29875E-01,8.08753E-02,1.50045E-03,1.12618E+00,1.248958
6.39003E-03,9.37186E-03,4.90750E-01,1.53024E-02,1.29678E-01,8.12180E-02,1.49773E-03,1.12435E+00,1.245252
6.46935E-03,9.38525E-03,4.96761E-01,1.54552E-02,1.31554E-01,8.11971E-02,1.51920E-03,1.12811E+00,1.264415
6.48179E-03,9.34036E-03,4.90328E-01,1.53120E-02,1.30361E-01,8.08322E-02,1.50164E-03,1.12767E+00,1.260628
6.40142E-03,9.44522E-03,4.95505E-01,1.54655E-02,1.30329E-01,8.12010E-02,1.50542E-03,1.12763E+00,1.249403
6.52819E-03,9.27288E-03,4.87654E-01,1.53115E-02,1.30391E-01,8.08083E-02,1.49622E-03,1.12468E+00,1.266559
6.44434E-03,9.32108E-03,4.90878E-01,1.52396E-02,1.29610E-01,8.08873E-02,1.51796E-03,1.13049E+00,1.252634
6.38965E-03,9.42092E-03,4.96100E-01,1.56019E-02,1.31309E-01,8.09380E-02,1.50327E-03,1.12637E+00,1.262797
6.49973E-03,9.14381E-03,4.80594E-01,1.48061E-02,1.28528E-01,8.09596E-02,1.50349E-03,1.12819E+00,1.24904
6.43314E-03,9.36550E-03,4.94512E-01,1.54778E-02,1.30920E-01,8.10186E-02,1.51475E-03,1.12832E+00,1.261647
6.51064E-03,9.34934E-03,4.86435E-01,1.51381E-02,1.30560E-01,8.15043E-02,1.50998E-03,1.12655E+00,1.252225
6.39356E-03,9.42415E-03,4.94967E-01,1.54673E-02,1.29947E-01,8.13610E-02,1.51187E-03,1.12844E+00,1.245317
6.41455E-03,9.50664E-03,4.95376E-01,1.55027E-02,1.30272E-01,8.08436E-02,1.51064E-03,1.12822E+00,1.251272
6.40494E-03,9.43187E-03,4.92536E-01,1.53884E-02,1.30879E-01,8.09868E-02,1.50725E-03,1.12789E+00,1.25593
6.38233E-03,9.43358E-03,4.96171E-01,1.55328E-02,1.29464E-01,8.10553E-02,1.51117E-03,1.12996E+00,1.245338
6.31871E-03,9.50740E-03,4.99864E-01,1.58335E-02,1.30287E-01,8.10625E-02,1.49883E-03,1.12424E+00,1.249534
6.28465E-03,9.58081E-03,5.03492E-01,1.58780E-02,1.30869E-01,8.08068E-02,1.50722E-03,1.12877E+00,1.252742
6.39817E-03,9.43155E-03,4.94942E-01,1.54321E-02,1.29517E-01,8.12761E-02,1.52139E-03,1.12876E+00,1.24239
6.39411E-03,9.19186E-03,4.84917E-01,1.50293E-02,1.29245E-01,8.08561E-02,1.49980E-03,1.12660E+00,1.251921
6.48078E-03,9.22057E-03,4.81730E-01,1.48708E-02,1.29327E-01,8.07813E-02,1.50545E-03,1.12666E+00,1.253301
6.44848E-03,9.32742E-03,4.91585E-01,1.53136E-02,1.30977E-01,8.11665E-02,1.51142E-03,1.12802E+00,1.260533
6.37283E-03,9.39033E-03,4.96322E-01,1.55288E-02,1.30501E-01,8.13474E-02,1.51172E-03,1.12941E+00,1.251454
6.37972E-03,9.37433E-03,4.97972E-01,1.56929E-02,1.29777E-01,8.06926E-02,1.50436E-03,1.12884E+00,1.257322
6.44760E-03,9.41593E-03,4.95898E-01,1.55308E-02,1.30318E-01,8.07975E-02,1.51195E-03,1.13109E+00,1.258515
6.48378E-03,9.38686E-03,4.92698E-01,1.53357E-02,1.29928E-01,8.12997E-02,1.52354E-03,1.13082E+00,1.249636
6.43511E-03,9.42792E-03,4.93112E-01,1.51884E-02,1.31114E-01,8.08693E-02,1.52495E-03,1.13512E+00,1.257614
6.27082E-03,9.52643E-03,5.01639E-01,1.58420E-02,1.29926E-01,8.11374E-02,1.51732E-03,1.13008E+00,1.243063
6.49540E-03,9.37303E-03,4.88331E-01,1.52366E-02,1.30754E-01,8.12507E-02,1.50937E-03,1.12406E+00,1.2563
6.37877E-03,9.61582E-03,5.01977E-01,1.58398E-02,1.30612E-01,8.13094E-02,1.51928E-03,1.12933E+00,1.246024
6.25193E-03,9.49783E-03,4.99217E-01,1.58231E-02,1.29540E-01,8.09905E-02,1.49865E-03,1.12655E+00,1.242347
6.45011E-03,9.43961E-03,4.92759E-01,1.53462E-02,1.30500E-01,8.14357E-02,1.51894E-03,1.12827E+00,1.248407
6.40201E-03,9.40417E-03,4.90183E-01,1.54603E-02,1.30638E-01,8.12300E-02,1.49332E-03,1.12489E+00,1.253448
6.40231E-03,9.35574E-03,4.89086E-01,1.51627E-02,1.29583E-01,8.09835E-02,1.50997E-03,1.12633E+00,1.246656
6.33348E-03,9.51572E-03,5.04649E-01,1.58749E-02,1.29705E-01,8.08789E-02,1.52110E-03,1.13543E+00,1.247998
6.48168E-03,9.41231E-03,4.88706E-01,1.52714E-02,1.29554E-01,8.12388E-02,1.49669E-03,1.12284E+00,1.245323
6.34741E-03,9.34439E-03,4.92067E-01,1.54210E-02,1.29948E-01,8.11677E-02,1.50161E-03,1.12315E+00,1.249219
6.37753E-03,9.43389E-03,4.88665E-01,1.52443E-02,1.30251E-01,8.11704E-02,1.50348E-03,1.12546E+00,1.245626
6.35185E-03,9.43989E-03,4.95859E-01,1.54644E-02,1.30148E-01,8.08713E-02,1.51321E-03,1.13328E+00,1.250273
6.39645E-03,9.38736E-03,4.94570E-01,1.55299E-02,1.29863E-01,8.11567E-02,1.50659E-03,1.12715E+00,1.250019
6.45566E-03,9.27635E-03,4.87800E-01,1.51863E-02,1.29765E-01,8.09293E-02,1.50007E-03,1.12319E+00,1.255382
6.38119E-03,9.27131E-03,4.92628E-01,1.54110E-02,1.30684E-01,8.07866E-02,1.50426E-03,1.12898E+00,1.264524
6.48230E-03,9.31569E-03,4.89173E-01,1.52830E-02,1.29741E-01,8.08456E-02,1.49684E-03,1.12559E+00,1.256639
6.48606E-03,9.29365E-03,4.93237E-01,1.54754E-02,1.30208E-01,8.09732E-02,1.50789E-03,1.13037E+00,1.262593
6.43825E-03,9.32126E-03,4.90022E-01,1.53973E-02,1.30113E-01,8.07607E-02,1.49293E-03,1.12242E+00,1.260044
6.36580E-03,9.50686E-03,4.99418E-01,1.57422E-02,1.30076E-01,8.12691E-02,1.51678E-03,1.13153E+00,1.245964
6.53463E-03,9.42918E-03,4.90257E-01,1.52799E-02,1.29218E-01,8.10113E-02,1.50318E-03,1.12771E+00,1.246947
6.28091E-03,9.56871E-03,4.98172E-01,1.57417E-02,1.28969E-01,8.10397E-02,1.49134E-03,1.12265E+00,1.233928
6.46430E-03,9.34289E-03,4.88781E-01,1.53549E-02,1.30351E-01,8.10790E-02,1.49113E-03,1.12605E+00,1.257328
6.38089E-03,9.48636E-03,4.95918E-01,1.54838E-02,1.30426E-01,8.11189E-02,1.51392E-03,1.13237E+00,1.248457
6.46977E-03,9.38696E-03,4.88901E-01,1.53064E-02,1.29077E-01,8.14587E-02,1.50318E-03,1.12143E+00,1.240334
6.44671E-03,9.40942E-03,4.95098E-01,1.54423E-02,1.31270E-01,8.12787E-02,1.52270E-03,1.13079E+00,1.258899
6.38348E-03,9.38979E-03,4.90867E-01,1.52884E-02,1.28541E-01,8.06778E-02,1.50042E-03,1.12612E+00,1.241733
6.37137E-03,9.50474E-03,4.95023E-01,1.56421E-02,1.30805E-01,8.13492E-02,1.50280E-03,1.12891E+00,1.249498
6.42808E-03,9.32359E-03,4.92443E-01,1.53666E-02,1.30463E-01,8.07359E-02,1.50082E-03,1.12803E+00,1.262039
6.35280E-03,9.56172E-03,4.98145E-01,1.55374E-02,1.30088E-01,8.10805E-02,1.50244E-03,1.12645E+00,1.242242
6.40362E-03,9.49219E-03,4.99274E-01,1.56778E-02,1.29721E-01,8.12931E-02,1.52061E-03,1.13281E+00,1.244316
6.43563E-03,9.41062E-03,4.91745E-01,1.53181E-02,1.29133E-01,8.09684E-02,1.50508E-03,1.12788E+00,1.244207
6.38797E-03,9.49026E-03,4.98047E-01,1.57448E-02,1.29422E-01,8.09769E-02,1.49399E-03,1.12552E+00,1.246351
6.37972E-03,9.29858E-03,4.90992E-01,1.53483E-02,1.30023E-01,8.10208E-02,1.50261E-03,1.12727E+00,1.254215
6.44381E-03,9.25318E-03,4.89110E-01,1.51890E-02,1.29895E-01,8.05675E-02,1.49955E-03,1.12898E+00,1.261539
6.41912E-03,9.36507E-03,4.92781E-01,1.54048E-02,1.30320E-01,8.08840E-02,1.50526E-03,1.12671E+00,1.257142
6.38180E-03,9.43848E-03,4.93043E-01,1.56245E-02,1.29919E-01,8.07046E-02,1.48932E-03,1.12267E+00,1.254179
6.43334E-03,9.28971E-03,4.90122E-01,1.51573E-02,1.29655E-01,8.10802E-02,1.51613E-03,1.12977E+00,1.250647
6.39881E-03,9.46562E-03,4.95525E-01,1.55747E-02,1.30995E-01,8.09813E-02,1.49941E-03,1.12799E+00,1.25757
6.46409E-03,9.20596E-03,4.83718E-01,1.51039E-02,1.29740E-01,8.08265E-02,1.48956E-03,1.12663E+00,1.25932
6.38177E-03,9.47451E-03,4.97900E-01,1.56722E-02,1.30500E-01,8.08180E-02,1.50422E-03,1.12737E+00,1.256059
6.42912E-03,9.41245E-03,4.93443E-01,1.54636E-02,1.30809E-01,8.10446E-02,1.51723E-03,1.12870E+00,1.257668
6.37397E-03,9.50774E-03,4.98211E-01,1.56153E-02,1.29490E-01,8.08135E-02,1.50889E-03,1.12659E+00,1.245572
6.28032E-03,9.51245E-03,5.04144E-01,1.59225E-02,1.28678E-01,8.07263E-02,1.50958E-03,1.12878E+00,1.240713
6.46025E-03,9.42604E-03,4.94286E-01,1.54985E-02,1.29139E-01,8.06884E-02,1.50310E-03,1.12728E+00,1.250394
6.39884E-03,9.36790E-03,4.91529E-01,1.54689E-02,1.29658E-01,8.05570E-02,1.48790E-03,1.12459E+00,1.256078
6.38395E-03,9.34910E-03,4.88202E-01,1.52980E-02,1.29134E-01,8.07247E-02,1.49320E-03,1.12553E+00,1.247948
6.36064E-03,9.35828E-03,4.89751E-01,1.53099E-02,1.29368E-01,8.11072E-02,1.49687E-03,1.12593E+00,1.243827
6.40657E-03,9.42808E-03,4.92408E-01,1.53373E-02,1.29511E-01,8.10098E-02,1.50526E-03,1.12888E+00,1.244775
6.39142E-03,9.41193E-03,4.95641E-01,1.56793E-02,1.30336E-01,8.10301E-02,1.49818E-03,1.12738E+00,1.255847
6.42487E-03,9.34259E-03,4.92757E-01,1.54693E-02,1.31106E-01,8.10789E-02,1.50055E-03,1.12977E+00,1.263089
6.36132E-03,9.44035E-03,4.98109E-01,1.54996E-02,1.30316E-01,8.12724E-02,1.50531E-03,1.12579E+00,1.247541
6.44174E-03,9.28522E-03,4.91467E-01,1.51612E-02,1.30607E-01,8.08905E-02,1.51695E-03,1.12839E+00,1.260816
6.34799E-03,9.43709E-03,4.92204E-01,1.55440E-02,1.30919E-01,8.13692E-02,1.49491E-03,1.12028E+00,1.251237
6.36140E-03,9.42871E-03,4.92718E-01,1.54685E-02,1.30499E-01,8.12721E-02,1.49421E-03,1.12204E+00,1.249138
6.34106E-03,9.36741E-03,4.95671E-01,1.54514E-02,1.28996E-01,8.11798E-02,1.52129E-03,1.13101E+00,1.240759
6.37587E-03,9.39479E-03,4.94630E-01,1.55748E-02,1.29910E-01,8.09788E-02,1.50629E-03,1.12805E+00,1.251971
6.45048E-03,9.36415E-03,4.92186E-01,1.53786E-02,1.29326E-01,8.10881E-02,1.50754E-03,1.12862E+00,1.248061
6.41119E-03,9.39456E-03,4.92942E-01,1.54321E-02,1.30025E-01,8.10445E-02,1.49755E-03,1.12579E+00,1.251512
6.35439E-03,9.58127E-03,4.94213E-01,1.56033E-02,1.30889E-01,8.12482E-02,1.50380E-03,1.12192E+00,1.246293
6.57086E-03,9.29697E-03,4.85358E-01,1.50866E-02,1.30819E-01,8.10023E-02,1.50539E-03,1.12617E+00,1.264757
6.49714E-03,9.32715E-03,4.91000E-01,1.53933E-02,1.30775E-01,8.10069E-02,1.49947E-03,1.12685E+00,1.264117
6.49863E-03,9.35426E-03,4.87500E-01,1.53683E-02,1.30818E-01,8.09048E-02,1.49300E-03,1.12571E+00,1.264024
6.39534E-03,9.43465E-03,4.99565E-01,1.56560E-02,1.30098E-01,8.09830E-02,1.51405E-03,1.13172E+00,1.253256
6.41070E-03,9.42292E-03,4.90121E-01,1.54045E-02,1.30065E-01,8.09826E-02,1.49003E-03,1.12359E+00,1.25075
6.45058E-03,9.37041E-03,4.94559E-01,1.52785E-02,1.30536E-01,8.08847E-02,1.51565E-03,1.13166E+00,1.257967
6.48585E-03,9.39315E-03,4.94801E-01,1.54199E-02,1.29516E-01,8.10626E-02,1.50737E-03,1.12995E+00,1.25034
6.43076E-03,9.30506E-03,4.86678E-01,1.51497E-02,1.30044E-01,8.09564E-02,1.51063E-03,1.12801E+00,1.254095
6.42151E-03,9.30873E-03,4.90023E-01,1.53843E-02,1.30970E-01,8.12255E-02,1.50395E-03,1.12793E+00,1.260661
6.30455E-03,9.55358E-03,4.96824E-01,1.54999E-02,1.29992E-01,8.11819E-02,1.51967E-03,1.12881E+00,1.238159
6.31869E-03,9.47972E-03,4.98549E-01,1.55256E-02,1.29616E-01,8.09459E-02,1.52134E-03,1.13235E+00,1.242802
6.43648E-03,9.36292E-03,4.93265E-01,1.54078E-02,1.29473E-01,8.06234E-02,1.50520E-03,1.13005E+00,1.254731
6.39654E-03,9.40653E-03,4.96465E-01,1.54864E-02,1.31067E-01,8.09494E-02,1.51809E-03,1.13202E+00,1.260134
6.50200E-03,9.28103E-03,4.82741E-01,1.50070E-02,1.29845E-01,8.08158E-02,1.50212E-03,1.12649E+00,1.256483
6.35104E-03,9.55939E-03,4.95877E-01,1.56673E-02,1.29227E-01,8.11697E-02,1.50230E-03,1.12470E+00,1.236497
6.34621E-03,9.45413E-03,4.94199E-01,1.54268E-02,1.29832E-01,8.09771E-02,1.50629E-03,1.12682E+00,1.245091
6.51071E-03,9.46938E-03,4.96255E-01,1.54051E-02,1.30103E-01,8.10496E-02,1.52723E-03,1.13100E+00,1.251815
6.53377E-03,9.14700E-03,4.85510E-01,1.50476E-02,1.30533E-01,8.04724E-02,1.49608E-03,1.12676E+00,1.274956
6.45779E-03,9.30456E-03,4.89473E-01,1.52352E-02,1.29899E-01,8.07066E-02,1.50463E-03,1.12815E+00,1.258407
6.51285E-03,9.35501E-03,4.90893E-01,1.51801E-02,1.30041E-01,8.10377E-02,1.51090E-03,1.13011E+00,1.254335
6.47319E-03,9.34463E-03,4.89130E-01,1.53173E-02,1.29860E-01,8.10392E-02,1.49916E-03,1.12623E+00,1.2538
6.41002E-03,9.40241E-03,4.92195E-01,1.51907E-02,1.29048E-01,8.11116E-02,1.51771E-03,1.12943E+00,1.239401
6.45716E-03,9.47537E-03,4.98047E-01,1.56399E-02,1.31820E-01,8.10563E-02,1.51407E-03,1.12948E+00,1.265679
6.36496E-03,9.50055E-03,4.98511E-01,1.55774E-02,1.29733E-01,8.09096E-02,1.51509E-03,1.12872E+00,1.245708
6.40213E-03,9.32066E-03,4.96155E-01,1.57060E-02,1.30314E-01,8.09125E-02,1.49075E-03,1.12605E+00,1.262598
6.44530E-03,9.25938E-03,4.85753E-01,1.52027E-02,1.31063E-01,8.13839E-02,1.49350E-03,1.12411E+00,1.260407
6.31133E-03,9.46781E-03,4.93366E-01,1.55567E-02,1.28823E-01,8.08829E-02,1.49390E-03,1.12359E+00,1.238334
6.35543E-03,9.49104E-03,4.98914E-01,1.56274E-02,1.29496E-01,8.07841E-02,1.50707E-03,1.12893E+00,1.246246
6.40985E-03,9.36462E-03,4.90391E-01,1.51835E-02,1.29479E-01,8.09187E-02,1.51091E-03,1.12963E+00,1.246812
6.38901E-03,9.40430E-03,4.94384E-01,1.55145E-02,1.28626E-01,8.12343E-02,1.50289E-03,1.12819E+00,1.2383
6.35578E-03,9.54421E-03,4.95243E-01,1.55599E-02,1.28853E-01,8.06245E-02,1.48567E-03,1.12485E+00,1.239739
6.40894E-03,9.37088E-03,4.92986E-01,1.54518E-02,1.30162E-01,8.10947E-02,1.50503E-03,1.12732E+00,1.253316
6.37804E-03,9.36388E-03,4.90138E-01,1.53831E-02,1.29004E-01,8.10860E-02,1.49028E-03,1.12424E+00,1.242766
6.44423E-03,9.28525E-03,4.90872E-01,1.53140E-02,1.31308E-01,8.12667E-02,1.50854E-03,1.12735E+00,1.263865
6.38817E-03,9.35773E-03,4.89286E-01,1.53203E-02,1.29243E-01,8.10214E-02,1.49952E-03,1.12610E+00,1.245211
6.35980E-03,9.30067E-03,4.95302E-01,1.53229E-02,1.29275E-01,8.12592E-02,1.52031E-03,1.12992E+00,1.2443
6.36758E-03,9.40857E-03,4.92546E-01,1.54326E-02,1.29744E-01,8.09849E-02,1.49920E-03,1.12484E+00,1.247612
6.41785E-03,9.43596E-03,4.83468E-01,1.50595E-02,1.28969E-01,8.13263E-02,1.48294E-03,1.12091E+00,1.233053
6.42438E-03,9.47653E-03,4.99285E-01,1.55746E-02,1.29046E-01,8.12134E-02,1.51804E-03,1.13055E+00,1.240349
6.44437E-03,9.33590E-03,4.92142E-01,1.53466E-02,1.28866E-01,8.07830E-02,1.50955E-03,1.12962E+00,1.248999
6.37379E-03,9.52585E-03,4.97700E-01,1.55151E-02,1.30781E-01,8.14600E-02,1.52323E-03,1.13124E+00,1.24515
6.41100E-03,9.12358E-03,4.80227E-01,1.47872E-02,1.29412E-01,8.06729E-02,1.50212E-03,1.12752E+00,1.256265
6.49088E-03,9.27145E-03,4.89713E-01,1.52367E-02,1.29757E-01,8.09499E-02,1.51208E-03,1.13195E+00,1.25743
6.38002E-03,9.56415E-03,4.99311E-01,1.55657E-02,1.30652E-01,8.12772E-02,1.51420E-03,1.12810E+00,1.245477
6.47114E-03,9.23588E-03,4.88416E-01,1.53254E-02,1.29965E-01,8.08754E-02,1.48992E-03,1.12444E+00,1.262261
6.29739E-03,9.50841E-03,4.99478E-01,1.57741E-02,1.29050E-01,8.08957E-02,1.50074E-03,1.12461E+00,1.240362
6.33745E-03,9.48244E-03,4.93580E-01,1.54994E-02,1.29444E-01,8.09220E-02,1.48446E-03,1.12332E+00,1.242139
6.36650E-03,9.35811E-03,4.96708E-01,1.56538E-02,1.30003E-01,8.10280E-02,1.49630E-03,1.12619E+00,1.254705
6.37514E-03,9.28280E-03,4.87943E-01,1.53553E-02,1.29747E-01,8.10591E-02,1.48932E-03,1.12255E+00,1.252409
6.54114E-03,9.09494E-03,4.77007E-01,1.48326E-02,1.30017E-01,8.08435E-02,1.48461E-03,1.12072E+00,1.266519
6.46409E-03,9.30186E-03,4.93137E-01,1.53925E-02,1.29565E-01,8.08746E-02,1.50611E-03,1.13116E+00,1.256425
6.49249E-03,9.33061E-03,4.83667E-01,1.51910E-02,1.29892E-01,8.10498E-02,1.49382E-03,1.12372E+00,1.253677
6.48896E-03,9.33239E-03,4.90664E-01,1.53195E-02,1.31018E-01,8.09296E-02,1.50349E-03,1.12737E+00,1.265262
6.30553E-03,9.39845E-03,4.95354E-01,1.55192E-02,1.29139E-01,8.06352E-02,1.50255E-03,1.13001E+00,1.246459
6.32325E-03,9.42126E-03,4.90760E-01,1.54369E-02,1.29150E-01,8.10099E-02,1.50283E-03,1.12441E+00,1.240387
6.47408E-03,9.27911E-03,4.83972E-01,1.50694E-02,1.29741E-01,8.09922E-02,1.49966E-03,1.12531E+00,1.253397
6.36409E-03,9.39551E-03,4.91442E-01,1.54254E-02,1.28946E-01,8.08806E-02,1.49406E-03,1.12230E+00,1.24323
6.29080E-03,9.41057E-03,4.96675E-01,1.56752E-02,1.30423E-01,8.09140E-02,1.50025E-03,1.12439E+00,1.253909
6.41552E-03,9.43904E-03,4.93946E-01,1.55005E-02,1.29556E-01,8.11536E-02,1.50080E-03,1.12431E+00,1.245506
