Sentence #,Word,Tag
,studied,GENERAL
,attempts,GENERAL
,to,GENERAL
,implement,GENERAL
,meritocratic,GENERAL
,practices,GENERAL
,such,GENERAL
,as,GENERAL
,compensation,GENERAL
,in,GENERAL
,private,GENERAL
,companies,GENERAL
,.,GENERAL
930,They,GENERAL
,found,GENERAL
,that,GENERAL
,in,GENERAL
,companies,GENERAL
,that,GENERAL
,explicitly,GENERAL
,held,GENERAL
,meritocracy,GENERAL
,as,GENERAL
,a,GENERAL
,core,GENERAL
,value,GENERAL
,managers,GENERAL
,assigned,GENERAL
,greater,GENERAL
,rewards,GENERAL
,to,GENERAL
,male,GENERAL
,employees,GENERAL
,over,GENERAL
,female,DEI
,employees,GENERAL
,with,GENERAL
,identical,DEI
,performance,GENERAL
,evaluations,GENERAL
,.,GENERAL
931,This,GENERAL
,preference,GENERAL
,disappeared,GENERAL
,where,GENERAL
,meritocracy,GENERAL
,was,GENERAL
,not,GENERAL
,explicitly,GENERAL
,adopted,GENERAL
,as,GENERAL
,a,GENERAL
,value,GENERAL
,.,GENERAL
932,Image,GENERAL
,This,GENERAL
,is,GENERAL
,surprising,GENERAL
,because,GENERAL
,impartiality,GENERAL
,is,GENERAL
,the,GENERAL
,core,GENERAL
,of,GENERAL
,meritocracy,GENERAL
,s,GENERAL
,moral,GENERAL
,appeal,GENERAL
,.,GENERAL
933,The,GENERAL
,even,GENERAL
,playing,GENERAL
,field,GENERAL
,is,GENERAL
,intended,GENERAL
,to,GENERAL
,avoid,GENERAL
,unfair,GENERAL
,inequalities,BIAS
,based,GENERAL
,on,GENERAL
,gender,DEI
,race,DEI
,and,GENERAL
,the,GENERAL
,like,GENERAL
,.,GENERAL
934,Yet,GENERAL
,Castilla,GENERAL
,and,GENERAL
,Benard,GENERAL
,found,GENERAL
,that,GENERAL
,ironically,GENERAL
,attempts,GENERAL
,to,GENERAL
,implement,GENERAL
,meritocracy,GENERAL
,leads,GENERAL
,to,GENERAL
,just,GENERAL
,the,GENERAL
,kinds,GENERAL
,of,GENERAL
,inequalities,BIAS
,that,GENERAL
,it,GENERAL
,aims,GENERAL
,to,GENERAL
,eliminate,GENERAL
,.,GENERAL
935,They,GENERAL
,suggest,GENERAL
,that,GENERAL
,this,GENERAL
,paradox,GENERAL
,of,GENERAL
,meritocracy,GENERAL
,occurs,GENERAL
,because,GENERAL
,explicitly,GENERAL
,adopting,GENERAL
,meritocracy,GENERAL
,as,GENERAL
,a,GENERAL
,value,GENERAL
,convinces,GENERAL
,subjects,GENERAL
,of,GENERAL
,their,GENERAL
,own,GENERAL
,moral,GENERAL
,bona,GENERAL
,fides,GENERAL
,.,GENERAL
936,Satisfied,GENERAL
,that,GENERAL
,they,GENERAL
,are,GENERAL
,just,GENERAL
,they,GENERAL
,become,GENERAL
,less,GENERAL
,inclined,GENERAL
,to,GENERAL
,examine,GENERAL
,their,GENERAL
,own,GENERAL
,behavior,GENERAL
,for,GENERAL
,signs,GENERAL
,of,GENERAL
,prejudice,BIAS
,.,GENERAL
937,Meritocracy,GENERAL
,is,GENERAL
,a,GENERAL
,false,GENERAL
,and,GENERAL
,not,GENERAL
,very,GENERAL
,salutary,GENERAL
,belief,GENERAL
,.,GENERAL
938,As,GENERAL
,with,GENERAL
,any,GENERAL
,ideology,GENERAL
,part,GENERAL
,of,GENERAL
,its,GENERAL
,draw,GENERAL
,is,GENERAL
,that,GENERAL
,it,GENERAL
,justifies,GENERAL
,the,GENERAL
,status,GENERAL
,quo,GENERAL
,explaining,GENERAL
,why,GENERAL
,people,GENERAL
,belong,GENERAL
,where,GENERAL
,they,GENERAL
,happen,GENERAL
,to,GENERAL
,be,GENERAL
,in,GENERAL
,the,GENERAL
,social,GENERAL
,order,GENERAL
,.,GENERAL
939,It,GENERAL
,is,GENERAL
,a,GENERAL
,psychological,GENERAL
,principle,GENERAL
,that,GENERAL
,people,GENERAL
,prefer,GENERAL
,to,GENERAL
,believe,GENERAL
,that,GENERAL
,the,GENERAL
,world,GENERAL
,is,GENERAL
,just,GENERAL
,.,GENERAL
940,However,GENERAL
,in,GENERAL
,addition,GENERAL
,to,GENERAL
,legitimation,GENERAL
,meritocracy,GENERAL
,also,GENERAL
,offers,GENERAL
,flattery,GENERAL
,.,GENERAL
941,Where,GENERAL
,success,GENERAL
,is,GENERAL
,determined,GENERAL
,by,GENERAL
,merit,GENERAL
,each,GENERAL
,win,GENERAL
,can,GENERAL
,be,GENERAL
,viewed,GENERAL
,as,GENERAL
,a,GENERAL
,reflection,GENERAL
,of,GENERAL
,one,GENERAL
,s,GENERAL
,own,GENERAL
,virtue,GENERAL
,and,GENERAL
,worth,GENERAL
,.,GENERAL
942,Meritocracy,GENERAL
,is,GENERAL
,the,GENERAL
,most,GENERAL
,of,GENERAL
,distribution,GENERAL
,principles,GENERAL
,.,GENERAL
943,Its,GENERAL
,ideological,GENERAL
,alchemy,GENERAL
,transmutes,GENERAL
,property,GENERAL
,into,GENERAL
,praise,GENERAL
,material,GENERAL
,inequality,BIAS
,into,GENERAL
,personal,GENERAL
,superiority,GENERAL
,.,GENERAL
944,It,GENERAL
,licenses,GENERAL
,the,GENERAL
,rich,GENERAL
,and,GENERAL
,powerful,BIAS
,to,GENERAL
,view,GENERAL
,themselves,GENERAL
,as,GENERAL
,productive,GENERAL
,geniuses,GENERAL
,.,GENERAL
945,While,GENERAL
,this,GENERAL
,effect,GENERAL
,is,GENERAL
,most,GENERAL
,spectacular,GENERAL
,among,GENERAL
,the,GENERAL
,elite,GENERAL
,nearly,GENERAL
,any,GENERAL
,accomplishment,GENERAL
,can,GENERAL
,be,GENERAL
,viewed,GENERAL
,through,GENERAL
,meritocratic,GENERAL
,eyes,GENERAL
,.,GENERAL
946,Graduating,GENERAL
,from,GENERAL
,high,GENERAL
,school,GENERAL
,artistic,GENERAL
,success,GENERAL
,or,GENERAL
,simply,GENERAL
,having,GENERAL
,money,GENERAL
,can,GENERAL
,all,GENERAL
,be,GENERAL
,seen,GENERAL
,as,GENERAL
,evidence,GENERAL
,of,GENERAL
,talent,GENERAL
,and,GENERAL
,effort,GENERAL
,.,GENERAL
947,By,GENERAL
,the,GENERAL
,same,GENERAL
,token,BIAS
,worldly,GENERAL
,failures,GENERAL
,becomes,GENERAL
,signs,GENERAL
,of,GENERAL
,personal,GENERAL
,defects,GENERAL
,providing,GENERAL
,a,GENERAL
,reason,GENERAL
,why,GENERAL
,those,GENERAL
,at,GENERAL
,the,GENERAL
,bottom,GENERAL
,of,GENERAL
,the,GENERAL
,social,GENERAL
,hierarchy,GENERAL
,deserve,GENERAL
,to,GENERAL
,remain,GENERAL
,there,GENERAL
,.,GENERAL
948,This,GENERAL
,is,GENERAL
,why,GENERAL
,debates,GENERAL
,over,GENERAL
,the,GENERAL
,extent,GENERAL
,to,GENERAL
,which,GENERAL
,particular,GENERAL
,individuals,GENERAL
,are,GENERAL
,and,GENERAL
,over,GENERAL
,the,GENERAL
,effects,GENERAL
,of,GENERAL
,various,GENERAL
,forms,GENERAL
,of,GENERAL
,privilege,BIAS
,can,GENERAL
,get,GENERAL
,so,GENERAL
,.,GENERAL
949,These,GENERAL
,arguments,GENERAL
,are,GENERAL
,not,GENERAL
,just,GENERAL
,about,GENERAL
,who,GENERAL
,gets,GENERAL
,to,GENERAL
,have,GENERAL
,what,GENERAL
,it,GENERAL
,s,GENERAL
,about,GENERAL
,how,GENERAL
,much,GENERAL
,credit,GENERAL
,people,GENERAL
,can,GENERAL
,take,GENERAL
,for,GENERAL
,what,GENERAL
,they,GENERAL
,have,GENERAL
,about,GENERAL
,what,GENERAL
,their,GENERAL
,successes,GENERAL
,allow,GENERAL
,them,GENERAL
,to,GENERAL
,believe,GENERAL
,about,GENERAL
,their,GENERAL
,inner,GENERAL
,qualities,GENERAL
,.,GENERAL
950,That,GENERAL
,is,GENERAL
,why,GENERAL
,under,GENERAL
,the,GENERAL
,assumption,GENERAL
,of,GENERAL
,meritocracy,GENERAL
,the,GENERAL
,very,GENERAL
,notion,GENERAL
,that,GENERAL
,personal,GENERAL
,success,GENERAL
,is,GENERAL
,the,GENERAL
,result,GENERAL
,of,GENERAL
,luck,GENERAL
,can,GENERAL
,be,GENERAL
,insulting,BIAS
,.,GENERAL
951,To,GENERAL
,acknowledge,GENERAL
,the,GENERAL
,influence,GENERAL
,of,GENERAL
,external,GENERAL
,factors,GENERAL
,seems,GENERAL
,to,GENERAL
,downplay,GENERAL
,or,GENERAL
,deny,GENERAL
,the,GENERAL
,existence,GENERAL
,of,GENERAL
,individual,GENERAL
,merit,GENERAL
,.,GENERAL
952,Despite,GENERAL
,the,GENERAL
,moral,GENERAL
,assurance,GENERAL
,and,GENERAL
,personal,GENERAL
,flattery,GENERAL
,that,GENERAL
,meritocracy,GENERAL
,offers,GENERAL
,to,GENERAL
,the,GENERAL
,successful,GENERAL
,it,GENERAL
,ought,GENERAL
,to,GENERAL
,be,GENERAL
,abandoned,GENERAL
,both,GENERAL
,as,GENERAL
,a,GENERAL
,belief,GENERAL
,about,GENERAL
,how,GENERAL
,the,GENERAL
,world,GENERAL
,works,GENERAL
,and,GENERAL
,as,GENERAL
,a,GENERAL
,general,GENERAL
,social,GENERAL
,ideal,GENERAL
,.,GENERAL
953,It,GENERAL
,s,GENERAL
,false,GENERAL
,and,GENERAL
,believing,GENERAL
,in,GENERAL
,it,GENERAL
,encourages,GENERAL
,selfishness,GENERAL
,discrimination,BIAS
,and,GENERAL
,indifference,GENERAL
,to,GENERAL
,the,GENERAL
,plight,GENERAL
,of,GENERAL
,the,GENERAL
,unfortunate,GENERAL
,.,GENERAL
954,When,GENERAL
,the,GENERAL
,police,GENERAL
,break,GENERAL
,your,GENERAL
,teammate,GENERAL
,s,GENERAL
,leg,GENERAL
,you,GENERAL
,d,GENERAL
,think,GENERAL
,it,GENERAL
,would,GENERAL
,wake,GENERAL
,you,GENERAL
,up,GENERAL
,a,GENERAL
,little,GENERAL
,.,GENERAL
955,When,GENERAL
,they,GENERAL
,arrest,GENERAL
,him,GENERAL
,on,GENERAL
,a,GENERAL
,New,GENERAL
,York,GENERAL
,street,GENERAL
,throw,GENERAL
,him,GENERAL
,in,GENERAL
,jail,GENERAL
,for,GENERAL
,the,GENERAL
,night,GENERAL
,and,GENERAL
,leave,GENERAL
,him,GENERAL
,with,GENERAL
,a,GENERAL
,injury,GENERAL
,you,GENERAL
,d,GENERAL
,think,GENERAL
,it,GENERAL
,would,GENERAL
,sink,GENERAL
,in,GENERAL
,.,GENERAL
956,You,GENERAL
,d,GENERAL
,think,GENERAL
,you,GENERAL
,d,GENERAL
,know,GENERAL
,there,GENERAL
,was,GENERAL
,more,GENERAL
,to,GENERAL
,the,GENERAL
,story,GENERAL
,.,GENERAL
957,You,GENERAL
,d,GENERAL
,think,GENERAL
,.,GENERAL
958,But,GENERAL
,nope,GENERAL
,.,GENERAL
959,I,GENERAL
,still,GENERAL
,remember,GENERAL
,my,GENERAL
,reaction,GENERAL
,when,GENERAL
,I,GENERAL
,first,GENERAL
,heard,GENERAL
,what,GENERAL
,happened,GENERAL
,to,GENERAL
,Thabo,GENERAL
,.,GENERAL
960,It,GENERAL
,was,GENERAL
,late,GENERAL
,in,GENERAL
,the,GENERAL
,season,GENERAL
,.,GENERAL
961,Thabo,GENERAL
,and,GENERAL
,I,GENERAL
,were,GENERAL
,teammates,GENERAL
,on,GENERAL
,the,GENERAL
,Hawks,GENERAL
,and,GENERAL
,we,GENERAL
,d,GENERAL
,flown,GENERAL
,into,GENERAL
,New,GENERAL
,York,GENERAL
,late,GENERAL
,after,GENERAL
,a,GENERAL
,game,GENERAL
,in,GENERAL
,Atlanta,GENERAL
,.,GENERAL
962,When,GENERAL
,I,GENERAL
,woke,GENERAL
,up,GENERAL
,the,GENERAL
,next,GENERAL
,morning,GENERAL
,our,GENERAL
,team,GENERAL
,group,GENERAL
,text,GENERAL
,was,GENERAL
,going,GENERAL
,nuts,GENERAL
,.,GENERAL
963,Details,GENERAL
,were,GENERAL
,still,GENERAL
,hazy,GENERAL
,but,GENERAL
,guys,GENERAL
,were,GENERAL
,saying,GENERAL
,Thabo,GENERAL
,hurt,GENERAL
,his,GENERAL
,leg,GENERAL
,During,GENERAL
,an,GENERAL
,arrest,GENERAL
,Wait,GENERAL
,he,GENERAL
,spent,GENERAL
,the,GENERAL
,night,GENERAL
,in,GENERAL
,jail,GENERAL
,Everyone,GENERAL
,was,GENERAL
,pretty,GENERAL
,upset,GENERAL
,and,GENERAL
,confused,GENERAL
,.,GENERAL
964,Well,GENERAL
,almost,GENERAL
,everyone,GENERAL
,.,GENERAL
965,My,GENERAL
,response,GENERAL
,different,GENERAL
,.,GENERAL
966,I,GENERAL
,m,GENERAL
,embarrassed,GENERAL
,to,GENERAL
,admit,GENERAL
,it,GENERAL
,.,GENERAL
967,Which,GENERAL
,is,GENERAL
,why,GENERAL
,I,GENERAL
,want,GENERAL
,to,GENERAL
,share,GENERAL
,it,GENERAL
,today,GENERAL
,.,GENERAL
968,Before,GENERAL
,I,GENERAL
,tell,GENERAL
,the,GENERAL
,rest,GENERAL
,of,GENERAL
,this,GENERAL
,story,GENERAL
,let,GENERAL
,me,GENERAL
,just,GENERAL
,say,GENERAL
,real,GENERAL
,quick,GENERAL
,Thabo,GENERAL
,wasn,GENERAL
,t,GENERAL
,some,GENERAL
,random,GENERAL
,teammate,GENERAL
,of,GENERAL
,mine,GENERAL
,or,GENERAL
,some,GENERAL
,guy,GENERAL
,in,GENERAL
,the,GENERAL
,league,GENERAL
,who,GENERAL
,I,GENERAL
,knew,GENERAL
,a,GENERAL
,little,GENERAL
,bit,GENERAL
,.,GENERAL
969,We,GENERAL
,d,GENERAL
,become,GENERAL
,legitimate,GENERAL
,friends,GENERAL
,that,GENERAL
,year,GENERAL
,in,GENERAL
,our,GENERAL
,downtime,GENERAL
,.,GENERAL
970,He,GENERAL
,was,GENERAL
,my,GENERAL
,teammate,GENERAL
,to,GENERAL
,talk,GENERAL
,with,GENERAL
,about,GENERAL
,stuff,GENERAL
,beyond,GENERAL
,the,GENERAL
,basketball,GENERAL
,world,GENERAL
,.,GENERAL
971,Politics,GENERAL
,religion,GENERAL
,culture,GENERAL
,you,GENERAL
,name,GENERAL
,it,GENERAL
,Thabo,GENERAL
,brought,GENERAL
,a,GENERAL
,perspective,GENERAL
,that,GENERAL
,wasn,GENERAL
,t,GENERAL
,typical,GENERAL
,of,GENERAL
,an,GENERAL
,NBA,GENERAL
,player,GENERAL
,.,GENERAL
972,And,GENERAL
,it,GENERAL
,s,GENERAL
,easy,GENERAL
,to,GENERAL
,see,GENERAL
,why,GENERAL
,Before,GENERAL
,we,GENERAL
,were,GENERAL
,teammates,GENERAL
,in,GENERAL
,Atlanta,GENERAL
,the,GENERAL
,guy,GENERAL
,had,GENERAL
,played,GENERAL
,professional,GENERAL
,ball,GENERAL
,in,GENERAL
,France,GENERAL
,Turkey,GENERAL
,and,GENERAL
,Italy,GENERAL
,.,GENERAL
973,He,GENERAL
,spoke,GENERAL
,three,GENERAL
,languages,GENERAL
,Thabo,GENERAL
,s,GENERAL
,mother,GENERAL
,was,GENERAL
,from,GENERAL
,Switzerland,GENERAL
,and,GENERAL
,his,GENERAL
,father,GENERAL
,was,GENERAL
,from,GENERAL
,South,GENERAL
,Africa,GENERAL
,.,GENERAL
974,They,GENERAL
,lived,GENERAL
,together,GENERAL
,in,GENERAL
,South,GENERAL
,Africa,GENERAL
,before,GENERAL
,Thabo,GENERAL
,was,GENERAL
,born,GENERAL
,then,GENERAL
,left,GENERAL
,because,GENERAL
,of,GENERAL
,apartheid,GENERAL
,.,GENERAL
975,It,GENERAL
,didn,GENERAL
,t,GENERAL
,take,GENERAL
,long,GENERAL
,for,GENERAL
,me,GENERAL
,to,GENERAL
,figure,GENERAL
,out,GENERAL
,that,GENERAL
,Thabo,GENERAL
,was,GENERAL
,one,GENERAL
,of,GENERAL
,the,GENERAL
,most,GENERAL
,interesting,GENERAL
,people,GENERAL
,I,GENERAL
,d,GENERAL
,ever,GENERAL
,been,GENERAL
,around,GENERAL
,.,GENERAL
976,We,GENERAL
,respected,GENERAL
,each,GENERAL
,other,GENERAL
,.,GENERAL
977,We,GENERAL
,were,GENERAL
,cool,GENERAL
,you,GENERAL
,know,GENERAL
,We,GENERAL
,had,GENERAL
,each,GENERAL
,other,GENERAL
,s,GENERAL
,backs,GENERAL
,.,GENERAL
978,Anyway,GENERAL
,on,GENERAL
,the,GENERAL
,morning,GENERAL
,I,GENERAL
,found,GENERAL
,out,GENERAL
,that,GENERAL
,Thabo,GENERAL
,had,GENERAL
,been,GENERAL
,arrested,GENERAL
,want,GENERAL
,to,GENERAL
,know,GENERAL
,what,GENERAL
,my,GENERAL
,first,GENERAL
,thought,GENERAL
,was,GENERAL
,About,GENERAL
,my,GENERAL
,friend,GENERAL
,and,GENERAL
,teammate,GENERAL
,My,GENERAL
,first,GENERAL
,thought,GENERAL
,was,GENERAL
,What,GENERAL
,was,GENERAL
,Thabo,GENERAL
,doing,GENERAL
,out,GENERAL
,at,GENERAL
,a,GENERAL
,club,GENERAL
,on,GENERAL
,a,GENERAL
,Yeah,GENERAL
,.,GENERAL
979,Not,GENERAL
,How,GENERAL
,s,GENERAL
,he,GENERAL
,doing,GENERAL
,Not,GENERAL
,What,GENERAL
,happened,GENERAL
,during,GENERAL
,the,GENERAL
,arrest,GENERAL
,Not,GENERAL
,Something,GENERAL
,seems,GENERAL
,off,GENERAL
,with,GENERAL
,this,GENERAL
,story,GENERAL
,.,GENERAL
980,Nothing,GENERAL
,like,GENERAL
,that,GENERAL
,.,GENERAL
981,Before,GENERAL
,I,GENERAL
,knew,GENERAL
,the,GENERAL
,full,GENERAL
,story,GENERAL
,and,GENERAL
,before,GENERAL
,I,GENERAL
,d,GENERAL
,even,GENERAL
,had,GENERAL
,the,GENERAL
,chance,GENERAL
,to,GENERAL
,talk,GENERAL
,to,GENERAL
,I,GENERAL
,sort,GENERAL
,of,GENERAL
,blamed,GENERAL
,Thabo,GENERAL
,.,GENERAL
982,I,GENERAL
,thought,GENERAL
,Well,GENERAL
,if,GENERAL
,I,GENERAL
,d,GENERAL
,been,GENERAL
,in,GENERAL
,Thabo,GENERAL
,s,GENERAL
,shoes,GENERAL
,out,GENERAL
,at,GENERAL
,a,GENERAL
,club,GENERAL
,late,GENERAL
,at,GENERAL
,night,GENERAL
,the,GENERAL
,police,GENERAL
,wouldn,GENERAL
,t,GENERAL
,have,GENERAL
,arrested,GENERAL
,me,GENERAL
,.,GENERAL
983,Not,GENERAL
,unless,GENERAL
,I,GENERAL
,was,GENERAL
,doing,GENERAL
,something,GENERAL
,wrong,GENERAL
,.,GENERAL
984,Cringe,GENERAL
,.,GENERAL
985,It,GENERAL
,s,GENERAL
,not,GENERAL
,like,GENERAL
,it,GENERAL
,was,GENERAL
,a,GENERAL
,conscious,GENERAL
,thought,GENERAL
,.,GENERAL
986,It,GENERAL
,was,GENERAL
,pure,GENERAL
,reflex,GENERAL
,the,GENERAL
,first,GENERAL
,thing,GENERAL
,to,GENERAL
,pop,GENERAL
,into,GENERAL
,my,GENERAL
,head,GENERAL
,.,GENERAL
987,And,GENERAL
,I,GENERAL
,was,GENERAL
,worried,GENERAL
,about,GENERAL
,him,GENERAL
,no,GENERAL
,doubt,GENERAL
,.,GENERAL
988,But,GENERAL
,still,GENERAL
,.,GENERAL
989,Cringe,GENERAL
,.,GENERAL
990,A,GENERAL
,few,GENERAL
,months,GENERAL
,later,GENERAL
,a,GENERAL
,jury,GENERAL
,found,GENERAL
,Thabo,GENERAL
,not,GENERAL
,guilty,GENERAL
,on,GENERAL
,all,GENERAL
,charges,GENERAL
,.,GENERAL
991,He,GENERAL
,settled,GENERAL
,with,GENERAL
,the,GENERAL
,city,GENERAL
,over,GENERAL
,the,GENERAL
,NYPD,GENERAL
,s,GENERAL
,use,GENERAL
,of,GENERAL
,force,BIAS
,against,GENERAL
,him,GENERAL
,.,GENERAL
992,And,GENERAL
,then,GENERAL
,the,GENERAL
,story,GENERAL
,just,GENERAL
,sort,GENERAL
,disappeared,GENERAL
,.,GENERAL
993,It,GENERAL
,fell,GENERAL
,away,GENERAL
,from,GENERAL
,the,GENERAL
,news,GENERAL
,.,GENERAL
994,Thabo,GENERAL
,had,GENERAL
,surgery,GENERAL
,and,GENERAL
,went,GENERAL
,through,GENERAL
,rehab,GENERAL
,.,GENERAL
995,Pretty,GENERAL
,soon,GENERAL
,another,GENERAL
,NBA,GENERAL
,season,GENERAL
,began,GENERAL
,and,GENERAL
,we,GENERAL
,were,GENERAL
,back,GENERAL
,on,GENERAL
,the,GENERAL
,court,GENERAL
,again,GENERAL
,.,GENERAL
996,Life,GENERAL
,went,GENERAL
,on,GENERAL
,.,GENERAL
997,But,GENERAL
,I,GENERAL
,still,GENERAL
,couldn,GENERAL
,t,GENERAL
,shake,GENERAL
,my,GENERAL
,discomfort,GENERAL
,.,GENERAL
998,I,GENERAL
,mean,GENERAL
,I,GENERAL
,hadn,GENERAL
,t,GENERAL
,been,GENERAL
,involved,GENERAL
,in,GENERAL
,the,GENERAL
,incident,GENERAL
,.,GENERAL
999,I,GENERAL
,hadn,GENERAL
,t,GENERAL
,even,GENERAL
,been,GENERAL
,there,GENERAL
,.,GENERAL
1000,So,GENERAL
,why,GENERAL
,did,GENERAL
,I,GENERAL
,feel,GENERAL
,like,GENERAL
,I,GENERAL
,d,GENERAL
,let,GENERAL
,my,GENERAL
,friend,GENERAL
,down,GENERAL
,Why,GENERAL
,did,GENERAL
,I,GENERAL
,feel,GENERAL
,like,GENERAL
,I,GENERAL
,d,GENERAL
,let,GENERAL
,myself,GENERAL
,down,GENERAL
,A,GENERAL
,few,GENERAL
,weeks,GENERAL
,ago,GENERAL
,something,GENERAL
,happened,GENERAL
,at,GENERAL
,a,GENERAL
,Jazz,GENERAL
,home,GENERAL
,game,GENERAL
,that,GENERAL
,brought,GENERAL
,back,GENERAL
,many,GENERAL
,of,GENERAL
,those,GENERAL
,old,GENERAL
,questions,GENERAL
,.,GENERAL
1001,Maybe,GENERAL
,you,GENERAL
,saw,GENERAL
,it,GENERAL
,We,GENERAL
,were,GENERAL
,playing,GENERAL
,against,GENERAL
,the,GENERAL
,Thunder,GENERAL
,and,GENERAL
,Russell,GENERAL
,Westbrook,GENERAL
,and,GENERAL
,a,GENERAL
,fan,GENERAL
,in,GENERAL
,the,GENERAL
,crowd,GENERAL
,exchanged,GENERAL
,words,GENERAL
,during,GENERAL
,the,GENERAL
,game,GENERAL
,.,GENERAL
1002,I,GENERAL
,didn,GENERAL
,t,GENERAL
,actually,GENERAL
,see,GENERAL
,or,GENERAL
,hear,GENERAL
,what,GENERAL
,happened,GENERAL
,and,GENERAL
,if,GENERAL
,you,GENERAL
,were,GENERAL
,following,GENERAL
,on,GENERAL
,TV,GENERAL
,or,GENERAL
,on,GENERAL
,Twitter,GENERAL
,maybe,GENERAL
,you,GENERAL
,had,GENERAL
,a,GENERAL
,similar,GENERAL
,initial,DEI
,viewing,GENERAL
,of,GENERAL
,it,GENERAL
,.,GENERAL
1003,Then,GENERAL
,after,GENERAL
,the,GENERAL
,game,GENERAL
,one,GENERAL
,of,GENERAL
,our,GENERAL
,reporters,GENERAL
,asked,GENERAL
,me,GENERAL
,for,GENERAL
,my,GENERAL
,response,GENERAL
,to,GENERAL
,what,GENERAL
,had,GENERAL
,gone,GENERAL
,down,GENERAL
,between,GENERAL
,Russ,GENERAL
,and,GENERAL
,the,GENERAL
,fan,GENERAL
,.,GENERAL
1004,I,GENERAL
,told,GENERAL
,him,GENERAL
,I,GENERAL
,hadn,GENERAL
,t,GENERAL
,seen,GENERAL
,it,GENERAL
,and,GENERAL
,added,GENERAL
,something,GENERAL
,like,GENERAL
,But,GENERAL
,you,GENERAL
,know,GENERAL
,Russ,GENERAL
,.,GENERAL
1005,He,GENERAL
,gets,GENERAL
,into,GENERAL
,it,GENERAL
,with,GENERAL
,the,GENERAL
,crowd,GENERAL
,a,GENERAL
,lot,GENERAL
,.,GENERAL
1006,Of,GENERAL
,course,GENERAL
,the,GENERAL
,full,GENERAL
,story,GENERAL
,came,GENERAL
,out,GENERAL
,later,GENERAL
,that,GENERAL
,night,GENERAL
,.,GENERAL
1007,What,GENERAL
,actually,GENERAL
,happened,GENERAL
,was,GENERAL
,that,GENERAL
,a,GENERAL
,fan,GENERAL
,had,GENERAL
,said,GENERAL
,some,GENERAL
,really,GENERAL
,ugly,GENERAL
,things,GENERAL
,at,GENERAL
,close,GENERAL
,range,GENERAL
,to,GENERAL
,Russ,GENERAL
,.,GENERAL
1008,Russ,GENERAL
,had,GENERAL
,then,GENERAL
,responded,GENERAL
,.,GENERAL
1009,After,GENERAL
,the,GENERAL
,game,GENERAL
,he,GENERAL
,d,GENERAL
,said,GENERAL
,he,GENERAL
,felt,GENERAL
,the,GENERAL
,comments,GENERAL
,were,GENERAL
,racially,BIAS
,charged,GENERAL
,.,GENERAL
1010,The,GENERAL
,incident,GENERAL
,struck,GENERAL
,a,GENERAL
,nerve,GENERAL
,with,GENERAL
,our,GENERAL
,team,GENERAL
,.,GENERAL
1011,In,GENERAL
,a,GENERAL
,meeting,GENERAL
,with,GENERAL
,the,GENERAL
,president,GENERAL
,of,GENERAL
,the,GENERAL
,Jazz,GENERAL
,the,GENERAL
,next,GENERAL
,day,GENERAL
,my,GENERAL
,teammates,GENERAL
,shared,GENERAL
,stories,GENERAL
,of,GENERAL
,similar,GENERAL
,experiences,GENERAL
,they,GENERAL
,d,GENERAL
,had,GENERAL
,of,GENERAL
,feeling,GENERAL
,degraded,GENERAL
,in,GENERAL
,ways,GENERAL
,that,GENERAL
,went,GENERAL
,beyond,GENERAL
,acceptable,GENERAL
,heckling,GENERAL
,.,GENERAL
1012,One,GENERAL
,teammate,GENERAL
,talked,GENERAL
,about,GENERAL
,how,GENERAL
,his,GENERAL
,mom,GENERAL
,had,GENERAL
,called,GENERAL
,him,GENERAL
,right,DEI
,after,GENERAL
,the,GENERAL
,game,GENERAL
,concerned,GENERAL
,for,GENERAL
,his,GENERAL
,safety,GENERAL
,in,GENERAL
,SLC,GENERAL
,.,GENERAL
1013,One,GENERAL
,teammate,GENERAL
,said,GENERAL
,the,GENERAL
,night,GENERAL
,felt,GENERAL
,like,GENERAL
,being,GENERAL
,in,GENERAL
,a,GENERAL
,One,GENERAL
,of,GENERAL
,the,GENERAL
,guys,GENERAL
,in,GENERAL
,the,GENERAL
,meeting,GENERAL
,was,GENERAL
,Thabo,GENERAL
,he,GENERAL
,s,GENERAL
,my,GENERAL
,teammate,GENERAL
,in,GENERAL
,Utah,GENERAL
,now,GENERAL
,.,GENERAL
1014,I,GENERAL
,looked,GENERAL
,over,GENERAL
,at,GENERAL
,him,GENERAL
,and,GENERAL
,remembered,GENERAL
,his,GENERAL
,night,GENERAL
,in,GENERAL
,NYC,GENERAL
,.,GENERAL
1015,Everyone,GENERAL
,was,GENERAL
,upset,GENERAL
,.,GENERAL
1016,I,GENERAL
,was,GENERAL
,upset,GENERAL
,and,GENERAL
,embarrassed,GENERAL
,too,GENERAL
,.,GENERAL
1017,But,GENERAL
,there,GENERAL
,was,GENERAL
,another,GENERAL
,emotion,GENERAL
,in,GENERAL
,the,GENERAL
,room,GENERAL
,that,GENERAL
,day,GENERAL
,one,GENERAL
,that,GENERAL
,was,GENERAL
,harder,GENERAL
,to,GENERAL
,put,GENERAL
,a,GENERAL
,finger,GENERAL
,on,GENERAL
,.,GENERAL
1018,It,GENERAL
,was,GENERAL
,almost,GENERAL
,disappointment,GENERAL
,mixed,GENERAL
,with,GENERAL
,exhaustion,GENERAL
,.,GENERAL
1019,Guys,GENERAL
,were,GENERAL
